rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
3699,9008737,K02768.01,Kepler-404 b,CONFIRMED,CANDIDATE,11.8288843,3.16E-04,-3.16E-04,0,,,1.18,4.50E-01,-9.00E-02,0.1,,,89.38,,,730,,,5653,165,-161,0.857,0.327,-0.064,0.952,0.081,-0.095
3700,9008737,K02768.02,Kepler-404 c,CONFIRMED,CANDIDATE,14.7512034,2.04E-04,-2.04E-04,0,,,1.63,6.20E-01,-1.20E-01,0.1159,,,88.81,,,678,,,5653,165,-161,0.857,0.327,-0.064,0.952,0.081,-0.095
3703,10917043,K02770.01,,CANDIDATE,CANDIDATE,205.38445,1.84E-03,-1.84E-03,0,,,2.31,2.10E-01,-2.30E-01,0.5878,,,89.95,,,201,,,4400,163,-165,0.631,0.058,-0.062,0.642,0.06,-0.064
3708,6346809,K02775.01,,CANDIDATE,CANDIDATE,17.57706436,4.72E-05,-4.72E-05,0,,,2.34,1.01E+00,-3.00E-01,0.1239,,,89.95,,,672,,,5653,169,-140,0.901,0.385,-0.116,0.819,0.128,-0.062
3711,7769819,K02778.01,,CANDIDATE,CANDIDATE,2.215710358,8.12E-06,-8.12E-06,0,,,1.64,6.80E-01,-1.90E-01,0.0313,,,88.81,,,1282,,,5417,203,-163,0.901,0.371,-0.107,0.83,0.127,-0.067
3712,11874577,K02779.01,,CANDIDATE,CANDIDATE,34.4584231,2.14E-04,-2.14E-04,0,,,2.01,8.10E-01,-1.40E-01,0.2039,,,88.81,,,554,,,6150,166,-181,0.851,0.344,-0.06,0.95,0.09,-0.118
3713,12164564,K02780.01,,CANDIDATE,CANDIDATE,3.35183158,1.11E-05,-1.11E-05,0,,,2.11,8.40E-01,-2.00E-01,0.0449,,,89.38,,,1298,,,6208,159,-209,1.009,0.402,-0.094,1.072,0.195,-0.131
3718,10001368,K02785.01,,CANDIDATE,CANDIDATE,4.7683049,1.90E-05,-1.90E-05,0,,,1.79,9.90E-01,-2.20E-01,0.0568,,,89.95,,,1219,,,6237,177,-242,1.116,0.619,-0.134,1.069,0.263,-0.12
3719,9466429,K02786.01,,CANDIDATE,CANDIDATE,44.6169557,3.33E-04,-3.33E-04,0,,,2.17,1.16E+00,-4.20E-01,0.2638,,,89.95,,,693,,,6763,165,-241,1.424,0.758,-0.279,1.235,0.271,-0.199
3722,8885643,K02789.01,,CANDIDATE,CANDIDATE,3.40165668,1.16E-05,-1.16E-05,0,,,1.19,4.90E-01,-1.00E-01,0.044,,,88.81,,,1236,,,6177,165,-186,0.906,0.373,-0.075,0.982,0.106,-0.122
3723,5652893,K02790.01,,CANDIDATE,CANDIDATE,14.00947528,7.00E-05,-7.00E-05,0,,,0.99,7.00E-02,-5.00E-02,0.104,,,89.95,,,617,,,5153,105,-98,0.767,0.05,-0.043,0.763,0.052,-0.038
3724,11662184,K02791.01,,CANDIDATE,CANDIDATE,27.5722742,2.28E-04,-2.28E-04,0,,,1.48,5.30E-01,-1.00E-01,0.1716,,,88.81,,,570,,,5977,167,-152,0.801,0.288,-0.056,0.887,0.093,-0.096
3725,11127479,K02792.01,,CANDIDATE,CANDIDATE,2.12823928,1.06E-05,-1.06E-05,0,,,0.69,2.00E-02,-4.00E-02,0.0338,,,89.95,,,1678,,,5998,57,-57,1.36,0.05,-0.08,1.14,0.09,-0.16
3726,9823519,K02793.01,,CANDIDATE,CANDIDATE,4.4968604,1.27E-05,-1.27E-05,0,,,2.13,3.40E-01,-2.40E-01,0.0413,,,88.81,,,535,,,3698,75,-50,0.444,0.07,-0.05,0.465,0.08,-0.05
3727,9823519,K02793.02,,CANDIDATE,CANDIDATE,1.766789062,7.12E-06,-7.12E-06,0,,,1.48,2.30E-01,-1.70E-01,0.0222,,,89.38,,,730,,,3698,75,-50,0.444,0.07,-0.05,0.465,0.08,-0.05
3729,5041569,K02795.01,,CANDIDATE,CANDIDATE,2.53551524,1.38E-05,-1.38E-05,0,,,3.87,2.39E+00,-4.80E-01,0.0388,,,44.69,,,1508,,,6237,179,-235,1.165,0.717,-0.145,1.211,0.253,-0.199
3730,11246161,K02796.01,,CANDIDATE,CANDIDATE,0.537410878,1.31E-06,-1.31E-06,0,,,1.01,3.80E-01,-9.00E-02,0.0132,,,84.22,,,2342,,,6108,143,-196,0.997,0.375,-0.091,1.072,0.178,-0.133
3731,10604521,K02797.01,,CANDIDATE,CANDIDATE,0.86811809,2.65E-06,-2.65E-06,0,,,1.8,9.50E-01,-1.90E-01,0.019,,,88.24,,,2079,,,6173,140,-276,1.108,0.59,-0.116,1.202,0.226,-0.192
3732,6697756,K02798.01,,CANDIDATE,CANDIDATE,0.916140768,1.92E-06,-1.92E-06,0,,,0.6,5.00E-02,-6.00E-02,0.0156,,,89.38,,,1210,,,4374,126,-137,0.614,0.052,-0.064,0.6,0.064,-0.049
3735,5905822,K02801.01,,CANDIDATE,CANDIDATE,6.99205491,3.79E-05,-3.79E-05,0,,,1.25,3.40E-01,-5.50E-01,0.0776,,,89.95,,,1424,,,6112,152,-170,2.166,0.576,-0.947,1.271,0.253,-0.28
3736,5775129,K02802.01,,CANDIDATE,CANDIDATE,3.8482213,1.68E-05,-1.68E-05,0,,,1.74,1.14E+00,-2.00E-01,0.0514,,,87.66,,,1324,,,6362,155,-239,1.144,0.753,-0.128,1.221,0.26,-0.208
3737,9898447,K02803.01,,CANDIDATE,CANDIDATE,2.37752807,1.12E-05,-1.12E-05,0,,,0.48,2.00E-01,-4.00E-02,0.0337,,,88.24,,,1227,,,5637,149,-135,0.821,0.354,-0.063,0.902,0.094,-0.087
3739,11135308,K02805.01,,CANDIDATE,CANDIDATE,1.877882748,7.35E-06,-7.35E-06,0,,,0.81,4.00E-01,-1.10E-01,0.03,,,89.95,,,1714,,,6324,156,-196,1.133,0.56,-0.148,1.016,0.209,-0.105
3740,7047824,K02806.01,,CANDIDATE,CANDIDATE,24.7543966,1.43E-04,-1.43E-04,0,,,2.03,3.93E+00,-1.60E-01,0.153,,,89.38,,,491,,,4852,147,-119,0.804,1.559,-0.064,0.778,0.167,-0.054
3741,2985587,K02807.01,,CANDIDATE,CANDIDATE,3.37571832,1.02E-05,-1.02E-05,0,,,67.64,4.46E+01,-1.03E+01,0.0455,,,60.16,,,1442,,,6303,157,-209,1.224,0.806,-0.186,1.093,0.31,-0.118
3747,2442448,K02812.01,,CANDIDATE,CANDIDATE,76.613377,7.77E-04,-7.77E-04,0,,,2.48,9.80E-01,-2.80E-01,0.3522,,,88.81,,,463,,,6170,162,-195,1.021,0.405,-0.115,0.989,0.149,-0.115
3748,11197853,K02813.01,,CANDIDATE,CANDIDATE,0.698461548,1.65E-06,-1.65E-06,0,,,0.73,2.18E+00,-6.00E-02,0.0131,,,89.38,,,1566,,,5143,164,-141,0.624,1.875,-0.045,0.616,0.172,-0.025
3751,11283615,K02816.01,,CANDIDATE,CANDIDATE,1.289588112,3.50E-06,-3.50E-06,0,,,1.39,4.60E-01,-1.10E-01,0.0224,,,86.52,,,1450,,,5471,163,-144,0.809,0.268,-0.06,0.9,0.077,-0.09
3752,7605093,K02817.01,,CANDIDATE,CANDIDATE,0.634002937,1.20E-06,-1.20E-06,0,,,1.45,3.20E-01,-1.10E-01,0.0136,,,87.66,,,1718,,,5238,202,-169,0.752,0.164,-0.059,0.836,0.086,-0.097
3755,11963206,K02820.01,,CANDIDATE,CANDIDATE,3.0091324,1.52E-05,-1.52E-05,0,,,1.12,4.70E-01,-8.00E-02,0.039,,,88.81,,,1163,,,5834,171,-144,0.797,0.332,-0.057,0.875,0.105,-0.085
3756,4249611,K02821.01,,CANDIDATE,CANDIDATE,79.2455988,6.64E-04,-6.64E-04,0,,,3.91,1.58E+00,-4.20E-01,0.3479,,,89.95,,,404,,,5648,186,-166,0.917,0.37,-0.099,0.892,0.116,-0.073
3757,8263545,K02822.01,,CANDIDATE,CANDIDATE,4.44588291,2.01E-05,-2.01E-05,0,,,1.96,7.90E-01,-1.60E-01,0.0521,,,86.52,,,1062,,,5918,185,-193,0.863,0.351,-0.068,0.953,0.106,-0.11
3762,7428736,K02827.01,,CANDIDATE,CANDIDATE,7.06317341,2.90E-05,-2.90E-05,0,,,1.16,1.11E+00,-1.30E-01,0.0656,,,88.81,,,826,,,5305,175,-145,0.818,0.777,-0.096,0.753,0.163,-0.056
3763,6436029,K02828.01,,CANDIDATE,CANDIDATE,59.4970952,5.05E-04,-5.05E-04,0,,,3.24,6.38E+00,-2.90E-01,0.2769,,,89.38,,,369,,,4817,181,-131,0.833,1.641,-0.074,0.8,0.165,-0.048
3764,6436029,K02828.02,,CANDIDATE,CANDIDATE,505.463987,9.09E-03,-9.09E-03,0,,,3.45,6.81E+00,-3.00E-01,1.1528,,,89.95,,,181,,,4817,181,-131,0.833,1.641,-0.074,0.8,0.165,-0.048
3765,6197215,K02829.01,,CANDIDATE,CANDIDATE,10.61345435,2.66E-05,-2.66E-05,0,,,1.32,2.50E-01,-1.10E-01,0.095,,,89.95,,,876,,,5934,108,-125,1.064,0.196,-0.091,1.014,0.067,-0.066
3766,9244508,K02830.01,,CANDIDATE,CANDIDATE,40.5286413,3.33E-04,-3.33E-04,0,,,2.2,1.20E+00,-2.60E-01,0.248,,,89.95,,,597,,,6269,157,-239,1.155,0.63,-0.134,1.237,0.227,-0.211
3768,9995402,K02832.01,,CANDIDATE,CANDIDATE,3.57554956,2.33E-05,-2.33E-05,0,,,1,7.30E-01,-1.20E-01,0.0431,,,83.65,,,1061,,,5213,173,-142,0.917,0.668,-0.11,0.832,0.117,-0.058
3769,9109857,K02833.01,,CANDIDATE,CANDIDATE,1.791876873,8.73E-06,-8.73E-06,0,,,1.25,4.80E-01,-4.60E-01,0.0303,,,88.81,,,2077,,,6085,158,-183,1.815,0.7,-0.673,1.15,0.298,-0.199
3770,5609593,K02834.01,,CANDIDATE,CANDIDATE,136.205626,1.28E-03,-1.28E-03,0,,,2.43,2.40E-01,-2.10E-01,0.46,,,89.95,,,251,,,4650,180,-155,0.688,0.068,-0.06,0.699,0.073,-0.063
3771,5436338,K02835.01,,CANDIDATE,CANDIDATE,6.30923438,1.64E-05,-1.64E-05,0,,,1.43,1.10E-01,-1.20E-01,0.054,,,89.95,,,605,,,4380,138,-137,0.53,0.039,-0.046,0.524,0.042,-0.031
3772,11414465,K02836.01,,CANDIDATE,CANDIDATE,2.94194094,1.17E-05,-1.17E-05,0,,,1.29,2.95E+00,-1.30E-01,0.0363,,,89.95,,,988,,,4901,143,-119,0.758,1.738,-0.073,0.733,0.234,-0.058
3773,11565924,K02837.01,,CANDIDATE,CANDIDATE,13.32196237,8.11E-05,-8.11E-05,0,,,1.94,1.21E+00,-3.80E-01,0.1231,,,86.52,,,1104,,,6982,197,-260,1.582,0.99,-0.31,1.411,0.291,-0.286
3775,6607357,K02838.02,,CANDIDATE,CANDIDATE,4.77468005,4.01E-05,-4.01E-05,0,,,0.66,2.80E-01,-6.00E-02,0.0558,,,89.38,,,1045,,,5831,150,-169,0.921,0.401,-0.074,1.016,0.132,-0.122
3776,6186964,K02839.01,,CANDIDATE,CANDIDATE,2.164570968,6.83E-06,-6.83E-06,0,,,1.28,1.20E-01,-1.40E-01,0.0269,,,89.38,,,771,,,3900,50,-110,0.54,0.05,-0.06,0.552,0.05,-0.06
3777,6467363,K02840.01,,CANDIDATE,CANDIDATE,3.67934645,2.20E-05,-2.20E-05,0,,,0.79,3.60E-01,-1.00E-01,0.043,,,88.81,,,1112,,,5676,173,-140,0.848,0.386,-0.101,0.781,0.126,-0.053
3778,6467363,K02840.02,,CANDIDATE,CANDIDATE,7.446473,1.07E-04,-1.07E-04,0,,,0.74,3.40E-01,-8.00E-02,0.0688,,,87.66,,,879,,,5676,173,-140,0.848,0.386,-0.101,0.781,0.126,-0.053
3779,8758204,K02841.01,,CANDIDATE,CANDIDATE,159.388051,2.76E-03,-2.76E-03,0,,,2.58,8.90E-01,-1.90E-01,0.557,,,89.95,,,289,,,5418,171,-154,0.812,0.282,-0.06,0.911,0.072,-0.092
3780,8733898,K02842.01,Kepler-446 b,CONFIRMED,CANDIDATE,1.565412847,1.66E-06,-1.66E-06,0,,,2.61,2.90E-01,-3.90E-01,0.0206,,,89.38,,,727,,,3485,92,-112,0.461,0.05,-0.07,0.472,0.06,-0.07
3781,8733898,K02842.02,Kepler-446 d,CONFIRMED,CANDIDATE,5.1489289,1.27E-05,-1.27E-05,0,,,2.44,2.70E-01,-3.70E-01,0.0455,,,89.95,,,489,,,3485,92,-112,0.461,0.05,-0.07,0.472,0.06,-0.07
3782,8733898,K02842.03,Kepler-446 c,CONFIRMED,CANDIDATE,3.03621679,6.98E-06,-6.98E-06,0,,,2.1,2.30E-01,-3.20E-01,0.032,,,89.38,,,583,,,3485,92,-112,0.461,0.05,-0.07,0.472,0.06,-0.07
3785,10591855,K02845.01,,CANDIDATE,CANDIDATE,1.574090272,5.24E-06,-5.24E-06,0,,,0.85,8.00E-02,-8.00E-02,0.022,,,89.38,,,869,,,3954,73,-66,0.546,0.05,-0.05,0.572,0.06,-0.05
3788,7749773,K02848.01,,CANDIDATE,CANDIDATE,13.7872576,1.30E-04,-1.30E-04,0,,,1.74,4.80E-01,-6.80E-01,0.1241,,,89.38,,,1032,,,5888,163,-173,1.961,0.544,-0.766,1.341,0.177,-0.33
3789,10064256,K02849.01,,CANDIDATE,CANDIDATE,5.95960845,3.51E-05,-3.51E-05,0,,,1,3.40E-01,-7.00E-02,0.0646,,,89.95,,,898,,,5452,160,-144,0.9,0.31,-0.062,1.012,0.095,-0.105
3791,6697605,K02851.01,,CANDIDATE,CANDIDATE,3.42063861,1.58E-05,-1.58E-05,0,,,1.81,7.00E-01,-1.60E-01,0.0433,,,89.38,,,1107,,,5485,186,-156,0.906,0.35,-0.083,0.923,0.09,-0.073
3792,6697605,K02851.02,,CANDIDATE,CANDIDATE,1.239355549,8.40E-06,-8.40E-06,0,,,1.11,4.30E-01,-1.00E-01,0.022,,,88.81,,,1553,,,5485,186,-156,0.906,0.35,-0.083,0.923,0.09,-0.073
3793,6294819,K02852.01,,CANDIDATE,CANDIDATE,0.675649486,2.55E-06,-2.55E-06,0,,,1.44,6.00E-01,-1.30E-01,0.0153,,,81.93,,,2086,,,5966,178,-211,0.961,0.406,-0.086,1.049,0.175,-0.132
3794,12602314,K02853.01,,CANDIDATE,CANDIDATE,1.407019914,4.61E-06,-4.61E-06,0,,,1.14,2.90E-01,-1.00E-01,0.0231,,,87.66,,,1369,,,5179,178,-139,0.83,0.217,-0.069,0.832,0.097,-0.068
3796,4547603,K02855.01,,CANDIDATE,CANDIDATE,1.400752463,3.09E-06,-3.09E-06,0,,,0.97,3.60E-01,-8.00E-02,0.0233,,,89.95,,,1401,,,5450,166,-139,0.791,0.298,-0.06,0.863,0.091,-0.088
3797,5688910,K02856.01,,CANDIDATE,CANDIDATE,25.873148,1.45E-04,-1.45E-04,0,,,2.99,1.46E+00,-3.60E-01,0.1741,,,89.38,,,667,,,6036,160,-207,1.093,0.534,-0.13,1.048,0.228,-0.118
3798,6345732,K02857.01,,CANDIDATE,CANDIDATE,20.2641684,1.11E-04,-1.11E-04,0,,,1.77,1.26E+00,-2.90E-01,0.1563,,,89.95,,,793,,,6292,159,-217,1.276,0.909,-0.21,1.245,0.268,-0.218
3799,6345732,K02857.02,,CANDIDATE,CANDIDATE,7.44142113,5.40E-05,-5.40E-05,0,,,1.2,8.60E-01,-2.00E-01,0.0801,,,89.95,,,1108,,,6292,159,-217,1.276,0.909,-0.21,1.245,0.268,-0.218
3801,10397751,K02859.01,,CANDIDATE,CANDIDATE,3.4462039,2.02E-05,-2.02E-05,0,,,0.64,2.00E-01,-6.00E-02,0.0393,,,89.38,,,1015,,,5374,172,-146,0.721,0.215,-0.073,0.68,0.123,-0.036
3802,10397751,K02859.02,,CANDIDATE,CANDIDATE,2.00541269,1.07E-05,-1.07E-05,0,,,0.53,1.60E-01,-5.00E-02,0.0274,,,88.81,,,1216,,,5374,172,-146,0.721,0.215,-0.073,0.68,0.123,-0.036
3803,10397751,K02859.03,,CANDIDATE,CANDIDATE,4.28884513,3.54E-05,-3.54E-05,0,,,0.57,1.70E-01,-6.00E-02,0.0455,,,89.38,,,944,,,5374,172,-146,0.721,0.215,-0.073,0.68,0.123,-0.036
3804,10397751,K02859.04,,CANDIDATE,CANDIDATE,2.90513091,1.69E-05,-1.69E-05,0,,,0.57,1.70E-01,-6.00E-02,0.0351,,,88.24,,,1074,,,5374,172,-146,0.721,0.215,-0.073,0.68,0.123,-0.036
3805,6606438,K02860.01,,CANDIDATE,CANDIDATE,103.427188,1.21E-03,-1.21E-03,0,,,3.23,1.23E+00,-3.20E-01,0.4436,,,89.95,,,414,,,6194,177,-230,1.02,0.389,-0.099,1.086,0.197,-0.139
3807,6679295,K02862.01,,CANDIDATE,CANDIDATE,24.575302,1.45E-04,-1.45E-04,0,,,1.79,1.90E-01,-2.10E-01,0.1318,,,88.81,,,321,,,3759,54,-92,0.494,0.05,-0.06,0.505,0.05,-0.07
3810,8681833,K02865.01,,CANDIDATE,CANDIDATE,1.311555568,5.54E-06,-5.54E-06,0,,,1.26,5.20E-01,-1.10E-01,0.024,,,88.81,,,1656,,,5926,160,-195,0.963,0.393,-0.085,1.072,0.171,-0.145
3811,4138951,K02866.01,,CANDIDATE,CANDIDATE,1.29123275,6.46E-06,-6.46E-06,0,,,0.87,4.40E-01,-7.00E-02,0.0239,,,85.37,,,1839,,,6341,164,-192,1.033,0.51,-0.086,1.083,0.232,-0.111
3813,9899181,K02867.02,,CANDIDATE,CANDIDATE,18.938551,1.63E-03,-1.63E-03,0,,,0.34,4.00E-02,-2.00E-02,0.1298,,,88.24,,,525,,,4865,194,-147,0.778,0.088,-0.053,0.811,0.073,-0.065
3814,8884274,K02868.01,,CANDIDATE,CANDIDATE,10.65276707,5.29E-05,-5.29E-05,0,,,2.39,8.00E-01,-2.00E-01,0.0918,,,89.95,,,743,,,5614,181,-179,0.827,0.278,-0.069,0.908,0.087,-0.098
3815,7767162,K02869.01,,CANDIDATE,CANDIDATE,3.3004192,1.51E-05,-1.51E-05,0,,,1.21,7.50E-01,-1.80E-01,0.0445,,,87.66,,,1442,,,6277,158,-206,1.207,0.749,-0.181,1.073,0.293,-0.112
3816,7767162,K02869.02,,CANDIDATE,CANDIDATE,274.743032,8.62E-03,-8.62E-03,0,,,2.16,1.34E+00,-3.20E-01,0.8478,,,89.95,,,330,,,6277,158,-206,1.207,0.749,-0.181,1.073,0.293,-0.112
3818,10793172,K02871.01,,CANDIDATE,CANDIDATE,12.09997831,9.61E-05,-9.61E-05,0,,,1.12,4.90E-01,-8.00E-02,0.1015,,,89.95,,,729,,,5693,163,-147,0.856,0.37,-0.065,0.95,0.092,-0.098
3819,10793172,K02871.02,,CANDIDATE,CANDIDATE,5.36374214,3.95E-05,-3.95E-05,0,,,0.95,4.00E-01,-8.00E-02,0.059,,,88.24,,,957,,,5693,163,-147,0.856,0.37,-0.065,0.95,0.092,-0.098
3820,10793172,K02871.03,,CANDIDATE,CANDIDATE,18.0811429,5.32E-04,-5.32E-04,0,,,0.75,3.30E-01,-5.00E-02,0.1326,,,88.81,,,638,,,5693,163,-147,0.856,0.37,-0.065,0.95,0.092,-0.098
3823,9149789,K02874.01,,CANDIDATE,CANDIDATE,0.352515963,4.59E-07,-4.59E-07,0,,,1.02,3.10E-01,-7.00E-02,0.0092,,,85.94,,,2202,,,5461,171,-137,0.769,0.235,-0.056,0.838,0.097,-0.086
3824,12170648,K02875.01,,CANDIDATE,CANDIDATE,0.299697768,1.94E-07,-1.94E-07,0,,,1.5,3.10E-01,-1.30E-01,0.0081,,,86.52,,,2245,,,5180,168,-138,0.782,0.161,-0.069,0.787,0.114,-0.069
3825,4367854,K02876.01,,CANDIDATE,CANDIDATE,5.19519212,3.68E-05,-3.68E-05,0,,,1.31,2.00E-01,-1.30E-01,0.0523,,,89.95,,,836,,,5044,154,-131,0.738,0.113,-0.071,0.708,0.123,-0.051
3826,7019524,K02877.01,,CANDIDATE,CANDIDATE,5.30880656,4.53E-05,-4.53E-05,0,,,1.07,4.50E-01,-1.00E-01,0.0598,,,89.95,,,1043,,,5914,168,-195,0.955,0.394,-0.091,1.011,0.14,-0.123
3827,5106313,K02878.01,,CANDIDATE,CANDIDATE,3.89523349,1.85E-05,-1.85E-05,0,,,0.86,1.00E-01,-6.00E-02,0.0426,,,89.38,,,841,,,4972,140,-145,0.627,0.078,-0.043,0.675,0.066,-0.059
3831,5642620,K02882.01,,CANDIDATE,CANDIDATE,75.8580337,9.27E-04,-9.27E-04,0,,,2.71,3.00E-01,-2.40E-01,0.3029,,,89.38,,,281,,,4467,165,-160,0.614,0.068,-0.054,0.642,0.061,-0.064
3832,5642620,K02882.02,,CANDIDATE,CANDIDATE,0.493392246,1.24E-06,-1.24E-06,0,,,1.04,1.20E-01,-9.00E-02,0.0106,,,87.09,,,1500,,,4467,165,-160,0.614,0.068,-0.054,0.642,0.061,-0.064
3833,5209845,K02883.01,,CANDIDATE,CANDIDATE,11.95398936,7.99E-05,-7.99E-05,0,,,2.14,1.40E-01,-2.20E-01,0.0885,,,88.81,,,525,,,4359,157,-165,0.659,0.044,-0.067,0.648,0.059,-0.06
3836,6129524,K02886.01,,CANDIDATE,CANDIDATE,0.881841146,3.13E-06,-3.13E-06,0,,,1.28,3.60E-01,-1.00E-01,0.0171,,,88.24,,,1565,,,5260,213,-163,0.778,0.222,-0.059,0.856,0.087,-0.091
3840,7463685,K02890.01,,CANDIDATE,CANDIDATE,8.98825111,8.66E-05,-8.66E-05,0,,,1.17,4.90E-01,-9.00E-02,0.0845,,,89.38,,,864,,,5984,171,-187,0.906,0.379,-0.076,0.993,0.118,-0.124
3844,6937402,K02894.01,,CANDIDATE,CANDIDATE,10.3108245,1.04E-04,-1.04E-04,0,,,1.34,5.60E-01,-1.10E-01,0.0917,,,89.38,,,786,,,5708,165,-161,0.893,0.373,-0.073,0.967,0.103,-0.101
3847,2853828,K02896.02,,CANDIDATE,CANDIDATE,346.42502,1.37E-02,-1.37E-02,0,,,1.51,1.00E+00,-1.00E+00,0.994154,2.62E-05,-2.62E-05,89.62,2.40E+00,-2.40E+00,314.1,98.8,-98.8,6327,202,-202,1.259,0.788,-0.788,,,
3849,11129258,K02898.01,,CANDIDATE,CANDIDATE,25.3842686,1.76E-04,-1.76E-04,0,,,2.41,9.10E-01,-2.20E-01,0.1728,,,89.95,,,649,,,6137,148,-202,0.994,0.374,-0.092,1.067,0.177,-0.131
3850,4939533,K02899.01,,CANDIDATE,CANDIDATE,5.77207901,3.88E-05,-3.88E-05,0,,,1.61,5.00E-01,-1.20E-01,0.0625,,,89.95,,,915,,,5591,160,-154,0.86,0.263,-0.065,0.977,0.057,-0.111
3851,4846856,K02900.01,,CANDIDATE,CANDIDATE,46.1511567,3.03E-04,-3.03E-04,0,,,2.33,4.37E+00,-2.50E-01,0.2261,,,89.38,,,423,,,5204,171,-141,0.769,1.439,-0.083,0.723,0.199,-0.052
3855,3969687,K02904.01,,CANDIDATE,CANDIDATE,16.3583055,1.02E-04,-1.02E-04,0,,,1.08,5.10E-01,-9.00E-02,0.1307,,,88.81,,,740,,,6046,137,-183,1.007,0.475,-0.084,1.111,0.218,-0.142
3857,6716545,K02906.01,,CANDIDATE,CANDIDATE,13.9093583,1.55E-04,-1.55E-04,0,,,1.16,4.00E-01,-2.30E-01,0.1107,,,89.38,,,910,,,6279,180,-197,1.194,0.419,-0.228,0.932,0.138,-0.097
3858,6716545,K02906.02,,CANDIDATE,CANDIDATE,145.888689,4.74E-03,-4.74E-03,0,,,1.63,5.70E-01,-3.10E-01,0.5303,,,89.95,,,416,,,6279,180,-197,1.194,0.419,-0.228,0.932,0.138,-0.097
3862,4483138,K02910.01,,CANDIDATE,CANDIDATE,15.36262753,8.77E-05,-8.77E-05,0,,,2.21,2.54E+00,-2.10E-01,0.1126,,,88.24,,,608,,,5011,208,-154,0.851,0.976,-0.082,0.806,0.121,-0.057
3865,9693006,K02913.01,,CANDIDATE,CANDIDATE,2.88879862,1.88E-05,-1.88E-05,0,,,0.55,2.40E-01,-4.00E-02,0.039,,,88.81,,,1187,,,5751,146,-145,0.854,0.372,-0.065,0.945,0.095,-0.102
3866,6837283,K02914.01,,CANDIDATE,CANDIDATE,21.1181538,1.58E-04,-1.58E-04,0,,,1.54,8.60E-01,-3.90E-01,0.1581,,,89.38,,,886,,,6469,150,-200,1.525,0.853,-0.388,1.179,0.311,-0.168
3867,5613821,K02915.01,,CANDIDATE,CANDIDATE,5.06093645,3.02E-05,-3.02E-05,0,,,1.07,4.60E-01,-2.10E-01,0.0576,,,88.81,,,1214,,,5941,181,-205,1.236,0.537,-0.245,0.993,0.198,-0.115
3868,7269881,K02916.01,,CANDIDATE,CANDIDATE,0.306937507,3.34E-07,-3.34E-07,0,,,0.95,1.60E-01,-7.00E-02,0.0081,,,85.94,,,2147,,,5088,160,-130,0.741,0.123,-0.06,0.762,0.108,-0.067
3872,10332213,K02919.01,,CANDIDATE,CANDIDATE,2.522588632,6.86E-06,-6.86E-06,0,,,23.18,8.86E+00,-1.57E+00,0.036,,,64.17,,,1205,,,5591,155,-153,0.86,0.329,-0.058,0.977,0.071,-0.098
3873,7090524,K02920.01,,CANDIDATE,CANDIDATE,6.73972381,7.02E-05,-7.02E-05,0,,,1.09,4.70E-01,-9.00E-02,0.0699,,,89.38,,,930,,,5770,156,-170,0.933,0.396,-0.079,1.001,0.127,-0.11
3874,6842807,K02921.01,,CANDIDATE,CANDIDATE,16.6146255,1.28E-04,-1.28E-04,0,,,1.49,4.60E-01,-1.20E-01,0.1196,,,89.38,,,604,,,5295,179,-140,0.8,0.243,-0.067,0.825,0.106,-0.076
3876,9815053,K02923.01,,CANDIDATE,CANDIDATE,5.83892283,1.95E-05,-1.95E-05,0,,,1.21,3.10E-01,-9.00E-02,0.06,,,89.95,,,829,,,5274,171,-136,0.762,0.201,-0.055,0.854,0.083,-0.096
3877,7609553,K02924.01,,CANDIDATE,CANDIDATE,2.279526656,8.85E-06,-8.85E-06,0,,,0.93,1.48E+00,-9.00E-02,0.031,,,87.09,,,1122,,,5017,160,-126,0.797,1.276,-0.074,0.76,0.166,-0.057
3878,6974658,K02925.01,,CANDIDATE,CANDIDATE,0.71653139,1.19E-06,-1.19E-06,0,,,30.82,1.15E+01,-4.97E+00,0.0149,,,37.82,,,2036,,,5552,160,-135,1.03,0.383,-0.166,0.863,0.125,-0.061
3879,10122538,K02926.01,,CANDIDATE,CANDIDATE,12.2854603,8.80E-05,-8.80E-05,0,,,2.23,3.00E-01,-2.10E-01,0.085,,,89.95,,,427,,,3903,79,-67,0.523,0.07,-0.05,0.541,0.07,-0.05
3880,10122538,K02926.02,,CANDIDATE,CANDIDATE,5.53608151,2.88E-05,-2.88E-05,0,,,1.96,2.60E-01,-1.90E-01,0.05,,,89.38,,,557,,,3903,79,-67,0.523,0.07,-0.05,0.541,0.07,-0.05
3881,10122538,K02926.03,,CANDIDATE,CANDIDATE,20.9568158,1.71E-04,-1.71E-04,0,,,2.43,3.20E-01,-2.30E-01,0.1214,,,89.38,,,357,,,3903,79,-67,0.523,0.07,-0.05,0.541,0.07,-0.05
